date,season,acousticness,danceability,duration,energy,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4/26/2014,1,0.19191890000000003,0.69443,221.99156,0.5652339,6.2,0.1968236,-10.4034,0.8,0.119754,124.7194,4,0.5493639
4/19/2014,1,0.09992310000000001,0.6811957000000001,226.44100199999997,0.6409182,6.2,0.2324833,-8.740999999999998,0.8,0.11488430000000001,124.60390000000002,4,0.5302243
4/12/2014,1,0.19191890000000003,0.69443,221.99156,0.5652339000000001,6.2,0.1968236,-10.4034,0.8,0.11975399999999999,124.7194,4,0.5493639
4/5/2014,1,0.19103350000000002,0.6684941,221.51678899999996,0.5995946,7,0.23265979999999997,-10.403,0.8,0.12255519999999998,127.61890000000001,4,0.5269621
3/29/2014,0,0.19487520000000003,0.6123205,230.60448000000002,0.6246318,6.4,0.24526619999999996,-8.5744,0.7,0.08911830000000001,133.038,4,0.4978988999999999
3/22/2014,0,0.19709169999999998,0.6181718999999999,231.609814,0.5916607999999999,6.7,0.24675509999999998,-8.114799999999999,0.6,0.09046740000000002,128.41260000000003,3.9,0.48799669999999995
3/15/2014,0,0.1371609,0.6078507,232.104749,0.5905197,7,0.27111679999999994,-8.537899999999999,0.5,0.09864220000000001,124.0074,3.9,0.459551
3/8/2014,0,0.17682159999999997,0.6145402000000001,225.88017700000006,0.5670881999999999,6,0.26024860000000005,-9.4494,0.6,0.094699,122.309,3.9,0.45639329999999995
3/1/2014,0,0.20880989999999996,0.6064432,226.782422,0.5182823,6,0.25980119999999995,-10.379999999999999,0.7,0.0971278,121.48710000000001,3.9,0.4561775
2/22/2014,0,0.1924258,0.6094498,224.23368799999997,0.5246447,6.6,0.25549049999999995,-10.174499999999998,0.7,0.0917839,119.29169999999999,3.9,0.44965219999999995
2/15/2014,0,0.1924258,0.6094498,224.23368799999997,0.5246447,6.6,0.25549049999999995,-10.1745,0.7,0.0917839,119.29169999999999,3.9,0.44965219999999995
2/8/2014,0,0.19009279999999998,0.6179432000000001,228.616354,0.5197745,6.4,0.24997710000000004,-10.520600000000002,0.8,0.094191,116.50100000000002,3.9,0.4267825
2/1/2014,0,0.1952913,0.6169367,234.920354,0.5332633,6.8,0.206678,-10.753900000000002,0.8,0.0879794,118.97149999999999,3.9,0.4300960999999999
1/25/2014,0,0.18631659999999997,0.6256163000000001,242.74066699999995,0.49593990000000004,6,0.2045084,-11.119000000000002,0.8,0.1101013,120.47200000000001,3.9,0.37214559999999997
1/18/2014,0,0.1572276,0.6512762000000001,245.418164,0.5456135000000001,6.6,0.18934869999999998,-10.1942,0.9,0.1238588,125.3194,3.9,0.4077719
1/11/2014,0,0.10767349999999998,0.660076,253.916295,0.6235149,6.1,0.2016943,-8.8469,0.9,0.11534059999999999,121.85240000000002,4,0.4121574
1/4/2014,0,0.21101289999999998,0.6222208000000001,246.57079800000002,0.5244261,5.7,0.206087,-10.1127,0.8,0.10186500000000001,118.99090000000001,3.9,0.3645777
12/28/2013,0,0.24999549999999998,0.6358642,250.56825899999998,0.5475115,5.9,0.2640952,-9.6905,0.9,0.128502,119.81860000000002,3.9,0.38575609999999994
12/21/2013,0,0.1554383,0.6691268000000001,246.21464799999998,0.5724760999999999,6,0.19680360000000002,-9.7727,0.9,0.1030923,117.23089999999999,4,0.4555618
12/14/2013,0,0.1186439,0.6619653,248.799478,0.6275796,6.1,0.1796029,-8.988,0.9,0.11829059999999998,122.9731,4,0.462202
12/7/2013,0,0.15730919999999998,0.6188185999999999,246.003246,0.6184282999999999,5.7,0.15739619999999999,-9.301599999999999,0.9,0.1119204,113.72849999999998,3.9,0.4573118
11/30/2013,0,0.15898669999999998,0.66808,259.092294,0.6046699,5.2,0.1556334,-8.949299999999997,0.9,0.1108469,118.9277,4,0.4450826
11/23/2013,0,0.20089229999999997,0.6631427999999999,262.701755,0.6034900999999999,5,0.18637719999999997,-8.493,1,0.1355097,122.881,4,0.454633
11/16/2013,0,0.1244515,0.7059844,247.68668399999996,0.5582725000000001,4.6,0.1929612,-9.154300000000001,0.7,0.11429130000000001,110.81049999999998,4,0.47464000000000006
11/9/2013,0,0.0914368,0.6941613,245.212017,0.5987910999999999,5.1,0.1955634,-8.618400000000001,0.7,0.11273740000000002,111.70439999999999,4,0.4977093
11/2/2013,0,0.07606310000000001,0.6807964999999999,241.659364,0.619509,5.1,0.2032025,-8.777,0.8,0.10990079999999999,116.0538,4,0.503489
10/26/2013,0,0.09143680000000001,0.6941613,245.212017,0.5987910999999999,5.1,0.1955634,-8.618399999999998,0.7,0.11273739999999999,111.7044,4,0.4977093
10/19/2013,0,0.09734390000000001,0.6993825,245.15529599999996,0.6232647,5.8,0.1554256,-8.7899,0.7,0.1116571,116.62830000000001,4,0.506683
10/12/2013,0,0.09587690000000001,0.6830029,253.075486,0.5875034,4.3,0.1877643,-9.4934,0.7,0.12072020000000001,117.64769999999999,4,0.44259699999999996
10/5/2013,0,0.09907310000000001,0.6855126,242.30409399999994,0.6066795,4.4,0.1316594,-9.0667,0.7,0.08008869999999998,119.45829999999998,4,0.5459335999999999
9/28/2013,1,0.08112820000000001,0.6896353,237.48009399999995,0.64321,4.8,0.1300674,-8.5166,0.7,0.1058457,114.4642,4,0.5824765000000001
9/21/2013,1,0.0796686,0.6726964000000001,240.81069199999996,0.6482553,3.9,0.12813429999999998,-8.415000000000001,0.8,0.0768299,119.6008,4,0.5543237000000001
9/14/2013,1,0.05366829999999999,0.6676742,255.894116,0.6440212999999999,3.4,0.1363153,-9.0643,0.6,0.0707321,124.2953,4,0.6159452
